Attack_category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack_Name,Attack Reference,.,Time
Exploits,Cisco IOS ,tcp,175.45.176.0,30560,149.171.126.12,80,Cisco IOS HTTP Authentication Bypass Level 22 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_22.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927460-1421927460
Exploits,Web Application,tcp,175.45.176.0,28807,149.171.126.17,80,SQuery netpanzer.php libpath Parameter PHP File Include (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/include/squery_include_15.xml),CVE 2006-1688 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d1688)BID 17434 (http://www.securityfocus.com/bid/17434)OSVDB 24415 (http://www.osvdb.org/24415)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927461-1421927461
DoS, SNMP,udp,175.45.176.2,6551,149.171.126.12,162,Cisco SNMP Trap Service GET Request DoS (162) (https://strikecenter.bpointsys.com/bps/strikes/denial/snmp/cisco_snmptrap_snmp_01.xml),CVE 2002-0012 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0012)BID 4088 (http://www.securityfocus.com/bid/4088)BID 4132 (http://www.securityfocus.com/bid/4132)OSVDB 810 (http://www.osvdb.org/810)http://www.cisco.com/en/US/products/products_security_advisory09186a008009467b.shtml (http%3a%2f%2fwww.cisco.com%2fen%2fUS%2fproducts%2fproducts_security_advisory09186a008009467b.shtml)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.2%20%28AV%3aL%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927462-1421927462
Exploits,Office Document,tcp,175.45.176.2,7371,149.171.126.15,110,Microsoft Excel SxView Memory Corruption (POP3) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms09_067_excel_sxview_memory_corruption_pop3_download_base64.xml),CVE 2009-3128 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d3128)MSB MS09-067 (http://www.microsoft.com/technet/security/bulletin/MS09%2d067.mspx)BID 36944 (http://www.securityfocus.com/bid/36944)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927463-1421927464
Exploits,Clientside,tcp,175.45.176.0,40411,149.171.126.13,110,Microsoft Powerpoint 2003 Heap Overflow (POP3) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/office/powerpnt_2003_heap_overflow_pop3_download_quoted_printable.xml),BPS 2011-0001 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2011%2d0001)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927464-1421927467
Exploits,Clientside Microsoft Office,tcp,175.45.176.0,40411,149.171.126.13,110,Microsoft Powerpoint 2003 Heap Overflow (POP3) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/office/powerpnt_2003_heap_overflow_pop3_download_quoted_printable.xml),BPS 2011-0001 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2011%2d0001)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927464-1421927467
Shellcode,Multiple OS,tcp,175.45.176.0,44900,149.171.126.10,36668,Shellcode: Multi-OS Shell (solaris/linux/irix) - dymitri (TCP) (https://strikecenter.bpointsys.com/bps/strikes/shellcode/multi/shell_multi_dymitri_3_tcp.xml),http://www.milw0rm.com/shellcode/440 (http%3a%2f%2fwww.milw0rm.com%2fshellcode%2f440),.,1421927465-1421927466
Shellcode,Mac OS X,udp,175.45.176.1,18257,149.171.126.10,35019,Shellcode: Mac OS X PPC Reverse Shell - metasploit (UDP) (https://strikecenter.bpointsys.com/bps/strikes/shellcode/osx/reverse_ppc_metasploit_udp.xml),-,.,1421927466-1421927466
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.0,45372,149.171.126.16,111,SunRPC TCP Portmapper GETPORT Request (DNInodev1/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/dninode_v1_udp.xml),-,.,1421927467-1421927468
Reconnaissance,HTTP,tcp,175.45.176.2,35000,149.171.126.19,80,Microsoft FrontPage: shtml.dll XSS (https://strikecenter.bpointsys.com/bps/strikes/recon/http/frontpage/shtml_dll_xss.xml),-,.,1421927468-1421927469
Exploits,Backup Appliance,tcp,175.45.176.0,7595,149.171.126.14,5555,HP Data Protector Cell OmniInet Opcode 29 and 11 Command Execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/backup/cve_2014_2623_hp_data_protector_omniinet_opcode_28_and_11_buffer_overflow.xml),CVE 2014-2623 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d2623)BID 68672 (http://www.securityfocus.com/bid/68672)OSVDB 109069 (http://www.osvdb.org/109069)http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c04373818 (http%3a%2f%2fh20000.www2.hp.com%2fbizsupport%2fTechSupport%2fDocument.jsp%3fobjectID%3dc04373818)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927470-1421927471
Exploits,Miscellaneous Batch,tcp,175.45.176.3,22406,149.171.126.14,80,Novell Messenger Client Stack Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/cve_2013_1085.xml),CVE 2013-1085 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2013%2d1085)OSVDB 91477 (http://www.osvdb.org/91477)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927471-1421927472
Exploits,Office Document,tcp,175.45.176.3,52793,149.171.126.16,80,Microsoft Office Art Property Memory Corruption (HTTP) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms09_062_msoffice_officeart_memory_corruption_http_download.xml),CVE 2009-2528 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2528)MSB MS09-062 (http://www.microsoft.com/technet/security/bulletin/MS09%2d062.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927473-1421927474
Exploits,Web Application,Tcp,175.45.176.1,4542,149.171.126.12,80,PHPSimpleShop login.php abs_path Parameter PHP File Include (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/include/phpsimpleshop_include_04.xml),CVE 2006-4052 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d4052)BID 19382 (http://www.securityfocus.com/bid/19382)OSVDB 27800 (http://www.osvdb.org/27800)OSVDB 27801 (http://www.osvdb.org/27801)OSVDB 27802 (http://www.osvdb.org/27802)OSVDB 27803 (http://www.osvdb.org/27803)OSVDB 27804 (http://www.osvdb.org/27804)OSVDB 27805 (http://www.osvdb.org/27805)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927474-1421927475
Exploits,Browser,tcp,175.45.176.2,35605,149.171.126.18,80,GE Proficy Historian ActiveX Remote Code Execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/cve_2012_2516_GE_Proficy_Historian_ActiveX_RemoteCodeExecution.xml),CVE 2012-2516 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d2516)OSVDB 83311 (http://www.osvdb.org/83311)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927476-1421927476
Exploits,Clientside,tcp,175.45.176.1,43058,149.171.126.14,110,Microsoft Paint JPEG Integer Overflow Code Execution (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/paint/ms10_005_ms_paint_int_overflow_pop3_download_base64.xml),CVE 2010-0028 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0028)MSB MS10-005 (http://www.microsoft.com/technet/security/bulletin/MS10%2d005.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927476-1421927477
Exploits,Clientside Microsoft Paint ,tcp,175.45.176.1,43058,149.171.126.14,110,Microsoft Paint JPEG Integer Overflow Code Execution (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/paint/ms10_005_ms_paint_int_overflow_pop3_download_base64.xml),CVE 2010-0028 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0028)MSB MS10-005 (http://www.microsoft.com/technet/security/bulletin/MS10%2d005.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927476-1421927477
Shellcode,Linux,tcp,175.45.176.3,42061,149.171.126.18,59324,Shellcode: Linux SPARC Reverse Connect Shell - metasploit (TCP) (https://strikecenter.bpointsys.com/bps/strikes/shellcode/linux/reverse_sparc_metasploit_tcp.xml),-,.,1421927477-1421927478
Exploits,Cisco IOS ,tcp,175.45.176.1,9638,149.171.126.17,80,Cisco IOS HTTP Authentication Bypass Level 85 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_85.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927478-1421927479
Exploits,Miscellaneous Batch,tcp,175.45.176.3,40982,149.171.126.12,25,Pirate Radio Destiny Media Player Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/cve_2009_3429_destiny_mediaplayer_BO.xml),CVE 2009-3429 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d3429)OSVDB 53249 (http://www.osvdb.org/53249)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927479-1421927480
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.1,35063,149.171.126.17,111,SunRPC UDP Portmapper GETPORT Request (iostatv3/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/iostat_v3_tcp.xml),-,.,1421927480-1421927480
Exploits, Clientside Microsoft ,tcp,175.45.176.2,40291,149.171.126.19,143,Windows Media Player ASF Media File Format Parsing Code Execution (IMAP4) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/media_player/ms09_052_wmp_asf_large_markers_count_imap4_download_base64.xml),CVE 2009-2527 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2527)MSB MS09-052 (http://www.microsoft.com/technet/security/bulletin/MS09%2d052.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927481-1421927482
Exploits,Clientside,tcp,175.45.176.2,40291,149.171.126.19,143,Windows Media Player ASF Media File Format Parsing Code Execution (IMAP4) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/media_player/ms09_052_wmp_asf_large_markers_count_imap4_download_base64.xml),CVE 2009-2527 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2527)MSB MS09-052 (http://www.microsoft.com/technet/security/bulletin/MS09%2d052.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927481-1421927482
Exploits,Clientside Microsoft Media Player ,tcp,175.45.176.2,40291,149.171.126.19,143,Windows Media Player ASF Media File Format Parsing Code Execution (IMAP4) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/media_player/ms09_052_wmp_asf_large_markers_count_imap4_download_base64.xml),CVE 2009-2527 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2527)MSB MS09-052 (http://www.microsoft.com/technet/security/bulletin/MS09%2d052.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927481-1421927482
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.3,59106,149.171.126.18,111,SunRPC TCP Portmapper GETPORT Request (nsedv2/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/nsed_v2_udp.xml),-,.,1421927482-1421927483
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,UDP,175.45.176.2,44133,149.171.126.19,111,SunRPC UDP Portmapper GETPORT Request (rstatdv1/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/rstatd_v1_tcp.xml),-,.,1421927483-1421927483
Generic, IXIA,tcp,175.45.176.2,8037,149.171.126.10,80,Adobe_Shockwave_Player_DIR_Files_PAMI_Chunk_Code_Execution_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/adobe_shockwave_player_dir_files_pami_chunk_code_execution_attack.xml),CVE 2010-1292 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d1292)BID 40079 (http://www.securityfocus.com/bid/40079)OSVDB 64657 (http://www.osvdb.org/64657)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAU%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927485-1421927485
Reconnaissance, SunRPC Portmapper (UDP) UDP Service ,UDP,175.45.176.0,16116,149.171.126.12,111,SunRPC UDP Portmapper GETPORT Request (cmsdv1/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_udp/cmsd_v1_udp.xml),-,.,1421927485-1421927485
Generic,SIP,UDP,175.45.176.2,49950,149.171.126.16,5060,RFC 4475: SIP Torture Tests: Unknown Protocol Version (https://strikecenter.bpointsys.com/bps/strikes/generic/sip/rfc_4475_3_1_2_16_unknown_protocol_version.xml),http://www.ietf.org/rfc/rfc4475.txt (http%3a%2f%2fwww.ietf.org%2frfc%2frfc4475.txt),.,1421927486-1421927486
Shellcode,Solaris,tcp,175.45.176.3,3910,149.171.126.10,19757,Shellcode: Solaris SPARC Reverse Connect Shell - metasploit (TCP) (https://strikecenter.bpointsys.com/bps/strikes/shellcode/solaris/reverse_sparc_metasploit_tcp.xml),-,.,1421927487-1421927488
Generic,SMTP,Tcp,175.45.176.1,56648,149.171.126.19,25,SMTP: Executable File Attachment in Archive (SCR in TAR.GZ) (https://strikecenter.bpointsys.com/bps/strikes/generic/smtp/attachment_tar_gz_scr.xml),-,.,1421927488-1421927489
Exploits,Clientside,tcp,175.45.176.3,4267,149.171.126.14,80,Apple iOS 5-5.1 URL bar spoofing (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/apple_ios5_url_bar_spoofing.xml),CVE 2012-0674 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d0674)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/4.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aN%2fI%3aP%2fA%3aN%29),.,1421927490-1421927490
Exploits,Office Document,tcp,175.45.176.3,34845,149.171.126.19,110,Microsoft Excel REPT() Formula Parsing Vulnerability (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms08_057_excel_rept_pop3_download_base64.xml),CVE 2008-4019 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d4019)MSB MS08-057 (http://www.microsoft.com/technet/security/bulletin/MS08%2d057.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927490-1421927491
Exploits,Microsoft IIS,tcp,175.45.176.1,38267,149.171.126.10,80,Microsoft IIS:  Unicode Directory Traversal Command Execution Variant 6 (https://strikecenter.bpointsys.com/bps/strikes/exploits/iis/unicode_execution_006.xml),CVE 2000-0884 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2000%2d0884)MSB MS00-078 (http://www.microsoft.com/technet/security/bulletin/MS00%2d078.mspx)BID 1806 (http://www.securityfocus.com/bid/1806)OSVDB 436 (http://www.osvdb.org/436)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927491-1421927492
DoS,Miscellaneous,tcp,175.45.176.0,13630,149.171.126.12,110,Apple OS X QuickDraw GetSrcBits32ARGB Memory Corruption Denial of Service (POP3) (https://strikecenter.bpointsys.com/bps/strikes/denial/misc/osx_quickdraw_getsrcbits32argb_pop3_download.xml),CVE 2007-0462 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0462)BID 22207 (http://www.securityfocus.com/bid/22207)OSVDB 32696 (http://www.osvdb.org/32696)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927492-1421927493
Exploits,Miscellaneous Batch,tcp,175.45.176.0,3694,149.171.126.10,80,Mac OS X Finder DMG Volume Name Memory Corruption (HTTP) (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/osx_finder_dmg_volume_name_memory_corruption_http_download.xml),CVE 2007-0197 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0197)BID 21980 (http://www.securityfocus.com/bid/21980)OSVDB 32714 (http://www.osvdb.org/32714)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927493-1421927494
Exploits,Cisco IOS ,tcp,175.45.176.1,11116,149.171.126.12,80,Cisco IOS HTTP Authentication Bypass Level 59 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_59.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927494-1421927495
Exploits,Web Application,tcp,175.45.176.1,6719,149.171.126.17,80,Cisco Secure ACS LogonProxy.cgi Ok Parameter XSS (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/xss/cisco_acs_xss_03.xml),CVE 2006-3101 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3101)BID 18449 (http://www.securityfocus.com/bid/18449)OSVDB 26531 (http://www.osvdb.org/26531)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/4.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aN%2fI%3aP%2fA%3aN%29),.,1421927495-1421927496
Exploits,Oracle,tcp,175.45.176.1,10126,149.171.126.19,1521,Oracle Database Server AUTH_SESSKEY Stack Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/oracle/cve_2009_1979_oracle_database_server_auth_sesskey_stack_buffer_overflow.xml),CVE 2009-1979 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d1979)BID 36747 (http://www.securityfocus.com/bid/36747)OSVDB 59110 (http://www.osvdb.org/59110)http://www.oracle.com/technology/deploy/security/critical-patch-updates/cpuoct2009.html (http%3a%2f%2fwww.oracle.com%2ftechnology%2fdeploy%2fsecurity%2fcritical%2dpatch%2dupdates%2fcpuoct2009.html)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927497-1421927497
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.0,2871,149.171.126.11,111,SunRPC UDP Portmapper GETPORT Request (x25v2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/x25_v2_tcp.xml),-,.,1421927498-1421927498
DoS,Browser,tcp,175.45.176.3,44421,149.171.126.18,80,Mozilla Firefox XUL menupopup.menu Null Pointer Dereference (https://strikecenter.bpointsys.com/bps/strikes/denial/browser/firefox_xul_null_menu.xml),CVE 2007-0775 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0775)BID 22694 (http://www.securityfocus.com/bid/22694)OSVDB 32114 (http://www.osvdb.org/32114)CVSS-Low (https://strikecenter.bpointsys.com/bps/reference/CVSS/3.7%20%28AV%3aL%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927499-1421927499
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.3,48454,149.171.126.12,111,SunRPC TCP Portmapper GETPORT Request (rexdv3/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/rexd_v3_udp.xml),-,.,1421927500-1421927500
Exploits,Telnet,tcp,175.45.176.2,24568,149.171.126.12,23,Solaris in.telnetd -fuser Authentication Bypass (root) (https://strikecenter.bpointsys.com/bps/strikes/exploits/telnet/solaris_fuser_1.xml),CVE 2007-0882 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0882)BID 22512 (http://www.securityfocus.com/bid/22512)OSVDB 31881 (http://www.osvdb.org/31881)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927501-1421927501
DoS,Browser,tcp,175.45.176.2,32188,149.171.126.11,80,Apple Quicktime for Windows QTPlugin.ocx ActiveX Control SetBgColor Denial of Service (https://strikecenter.bpointsys.com/bps/strikes/denial/browser/apple_quicktime_activex_setbgcolor.xml),CVE 2008-0778 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d0778)BID 27769 (http://www.securityfocus.com/bid/27769)OSVDB 41577 (http://www.osvdb.org/41577)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927502-1421927502
Exploits,Clientside,tcp,175.45.176.1,42419,149.171.126.12,143,Adobe Acrobat Reader 'customDictionaryOpen' Memory Corruption (IMAP4 Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/acrobat_pdf_custom_dictionary_open_imap4_download_quoted_printable.xml),CVE 2009-1493 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d1493)BID 34740 (http://www.securityfocus.com/bid/34740)OSVDB 54129 (http://www.osvdb.org/54129)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927503-1421927503
